enrollment_id,student_id,course_id,term,status
b6448d24-3dce-4d91-8e93-abd2b269eb43,S0013,C004,Second Semester 2024,completed
e5bdbb3e-5639-417a-9e78-ba024b1bbb3a,S0014,C001,Second Semester 2024,dropped
976b1a33-562e-421f-a5fa-855dd3208f77,S0014,C002,Second Semester 2024,completed
fe7f9299-1b96-4e81-9ddb-6fea9bd7871c,S0014,C003,First Semester 2023,dropped
bd1e9dd8-12e1-425b-8b94-b2abb8e0c2e1,S0015,C001,First Semester 2023,active
72eace11-f32d-4530-9ade-80d4ebb48c9e,S0015,C004,Second Semester 2024,active
73230f23-a17e-44b0-a8ac-039ce921f231,S0016,C003,Second Semester 2024,dropped
4a0efbe5-6f89-43b3-95b5-c24cbd9e5993,S0016,C001,First Semester 2023,completed
22758233-b33a-46b9-ba23-9f3cc1f6028b,S0016,C004,Second Semester 2024,dropped
c415ac73-b944-4469-aef6-a152bbc2ede6,S0017,C001,Second Semester 2024,completed
efc66c4c-d1f2-489b-aa95-611396ed4815,S0017,C002,First Semester 2023,dropped
e545fcc6-26fa-466b-9573-3a738266557c,S0018,C002,First Semester 2023,active
5eb00e6f-97d2-4300-97f3-1baf01fe1d86,S0018,C001,Second Semester 2024,dropped
611eb15c-741a-4b09-a63f-63eaac852cc7,S0018,C004,Second Semester 2024,active
82380358-2d3d-4b8a-b047-3d9d520826b8,S0019,C002,First Semester 2023,dropped
f1dc5270-4780-4d60-968c-77f1b8f7ef48,S0019,C004,Second Semester 2024,active
4c1f088f-3b75-4faa-98ce-58d1c5e3be15,S0020,C003,Second Semester 2024,completed
906ae95d-0c5c-4940-9753-75347e487b1c,S0021,C001,First Semester 2023,dropped
946f9f07-8673-473a-a5b5-8f3084868583,S0021,C004,Second Semester 2024,active
6d3b867c-ed94-4378-9814-abe0821b390c,S0022,C001,First Semester 2023,dropped
518e58fd-6252-4390-92a3-069d49069da9,S0023,C002,Second Semester 2024,completed
24a887a1-f419-48cd-adac-a88bc1de6d58,S0023,C004,First Semester 2023,completed
bc106ec9-f1ee-4895-9061-76b30abc36fc,S0023,C003,Second Semester 2024,dropped
35ef2b60-bb21-4347-bd3c-902ae1e3eda6,S0024,C001,First Semester 2023,active
933c3b76-473b-4cd4-84e6-078f6e37b721,S0024,C004,First Semester 2023,dropped
1976a39a-507a-41a9-9d8f-eee1e12c6678,S0025,C003,Second Semester 2024,dropped
1e595d1f-2a64-45d3-88e8-0f7958eba462,S0026,C004,Second Semester 2024,completed
705cd91e-7c94-48af-861a-ef6349b016e5,S0026,C003,Second Semester 2024,active
49d9bf73-2b58-4b3f-a2a6-3e3c3940093a,S0027,C001,First Semester 2023,completed
fd225cba-4269-4091-aaed-eed7f06fbb0f,S0027,C002,Second Semester 2024,dropped
ecad122d-1b2a-44e4-80e3-54e79b2df807,S0027,C003,Second Semester 2024,active
2418c7fd-4754-4604-aa9b-64ba3b4f068e,S0028,C004,First Semester 2023,active
d6baf0f2-8d5a-4549-b4f3-ab8e1891e25c,S0029,C003,First Semester 2023,active
07006af3-2b39-4995-813e-d0d3823a0b12,S0030,C003,First Semester 2023,active
f5b92b3c-0a2c-4b1b-a70c-f2749930300a,S0030,C002,Second Semester 2024,dropped
cc8abd69-89b4-4b80-8a32-484ae401461a,S0031,C002,Second Semester 2024,dropped
d51f03b1-7d05-4c07-81b4-cdfc31f436ea,S0031,C001,First Semester 2023,dropped
34010b60-5e9a-45cf-8699-576dd288b06a,S0032,C003,First Semester 2023,completed
9237e145-f2a8-4faa-b11a-31f5482680f9,S0032,C001,First Semester 2023,completed
85594d77-71e0-47b0-bb6a-36476d2f458d,S0032,C002,First Semester 2023,completed
4b814a84-742f-490e-94be-e4e4204d3f55,S0033,C004,Second Semester 2024,completed
b4d1880b-b75c-4825-9c0f-b87feb01bba7,S0033,C003,First Semester 2023,completed
71c487bc-1eb4-4d3b-9841-26aceb4f9efb,S0033,C002,First Semester 2023,completed
4357ac51-7e45-4ee4-aea8-fb32e38d9fb0,S0034,C004,Second Semester 2024,active
fe3a4f96-2306-41aa-9d50-0d6b163cb529,S0035,C001,Second Semester 2024,dropped
1dd07ec8-ab30-41b1-bb4c-59474748b576,S0035,C004,Second Semester 2024,dropped
143dbd6c-cdbb-4c1f-9a8d-785ef7eba7e9,S0036,C004,Second Semester 2024,dropped
ba345e82-38f1-41ab-8b17-0945be88f8e4,S0037,C002,First Semester 2023,active
81ceb20e-281f-45ff-93bd-db0513089f8b,S0037,C004,First Semester 2023,dropped
a170920c-7416-486b-86af-040d55d8a81a,S0038,C002,First Semester 2023,active
c6ec757f-ac0d-4818-8349-c078bc4b2732,S0038,C004,First Semester 2023,active
5097621a-b01c-4d4e-b4f1-7ca912f776d1,S0038,C003,Second Semester 2024,active
6ef1d60c-09d1-411f-acbb-1aace46bf89a,S0039,C002,First Semester 2023,active
cb508544-b481-4cde-aeaf-ab5619b65b6b,S0040,C004,Second Semester 2024,dropped
d7680657-30bd-47be-9149-76758573b517,S0040,C002,Second Semester 2024,active
e0a8a8af-d66f-4fff-a93f-d7ec8ee43f7f,S0040,C003,Second Semester 2024,active
a26e67da-f2fd-4085-891f-73f3a046d4d3,S0041,C004,Second Semester 2024,completed
230a37e5-3ef4-43df-820a-5c40a095c0d0,S0041,C003,First Semester 2023,completed
f17316d5-df42-4abd-a04f-3c8d961a9968,S0042,C001,Second Semester 2024,active
43e9c94c-3217-493c-ac60-82a4385fa73d,S0042,C002,First Semester 2023,completed
d059b594-7c08-4960-a6c4-51fd78597bc6,S0042,C003,Second Semester 2024,active
485873c1-7f29-4630-bbca-a2102fe61a89,S0043,C001,Second Semester 2024,dropped
e0389eb7-a280-4710-b2d5-ad8721bd1db7,S0043,C003,First Semester 2023,completed
db6ea0ba-842c-4512-b369-c68316b5cf7a,S0043,C002,First Semester 2023,completed
00d190bd-36d5-487b-bfdb-b10bb9291d34,S0044,C004,First Semester 2023,completed
8ec7dccb-7d9d-4f75-9138-08db6f2f8411,S0044,C003,First Semester 2023,completed
2d98f251-b5c1-4027-b563-559e9c78bade,S0044,C001,First Semester 2023,dropped
4358ce3f-b01f-40e7-ab0c-7da509efa19b,S0045,C002,Second Semester 2024,completed
957a66e5-a18a-41fd-a15a-b3419d065ae8,S0045,C001,First Semester 2023,completed
7bf6b2ad-5944-469c-a341-441c3c165571,S0045,C003,Second Semester 2024,completed
2e18b22b-f44f-4031-a82d-487987cc4d1c,S0046,C004,First Semester 2023,dropped
3b5d5c9c-d737-44d5-8cd3-6406e0bd6044,S0046,C002,Second Semester 2024,active
7c2ce385-ab00-464e-8ac8-1bdae0028f9a,S0047,C001,Second Semester 2024,completed
6467e0c0-a149-4b65-8bf7-8eb17d7f2fed,S0047,C003,Second Semester 2024,dropped
7b2021f7-8b1d-4284-9b6c-bb7a990c2e2a,S0048,C002,First Semester 2023,completed
1cc41c62-380b-44cb-98b6-66f84ba0768a,S0048,C004,Second Semester 2024,dropped
c145217f-e595-43fa-a182-58d2f681db3f,S0048,C001,Second Semester 2024,active
f8281e0b-6b6a-438e-898a-9d9dc39159b8,S0049,C001,Second Semester 2024,active
a9943d14-3f55-4c7d-934d-388e7279ec9e,S0049,C002,First Semester 2023,dropped
76f8ef17-2d1b-443e-9da6-536d6cc3f8aa,S0049,C003,Second Semester 2024,dropped
1d10b6f6-a91d-4cb2-91a3-d21bf4d1183f,S0050,C001,Second Semester 2024,active
b46f0145-65e9-4e49-b26c-887658fae8c7,S0050,C002,First Semester 2023,completed
7bd64d37-e1d5-4cea-8610-024b20c8667f,S0051,C002,First Semester 2023,active
7d3a8826-dd2f-4568-8e02-3728d712288a,S0051,C001,First Semester 2023,completed
3c1fc9aa-afed-46c3-a979-05ea99defd20,S0052,C001,Second Semester 2024,dropped
81eab1da-4496-4883-8a7a-677b076a16e7,S0053,C004,First Semester 2023,active
c86768b2-d9da-4f47-a3ca-a0c4371132b7,S0054,C002,Second Semester 2024,active
c59498c5-8ff0-4845-8f90-cd6368b49b00,S0055,C003,First Semester 2023,completed
514f6fd9-accc-4507-82f8-8fc552bcb64d,S0055,C004,Second Semester 2024,dropped
7123bc96-cf1c-4021-a431-5fc269464f3f,S0056,C002,First Semester 2023,completed
e990ff49-42bd-41c4-a60f-dc406cd9dc3f,S0056,C003,Second Semester 2024,active
ba6a741c-7c4a-44cf-84b0-703f0dfc73c1,S0057,C004,Second Semester 2024,completed
d18ad3ca-a2e2-4753-96ff-db3e380cfd3d,S0057,C002,Second Semester 2024,active
68e968cf-7298-4bb6-8efa-8dc30bae4fc1,S0058,C002,Second Semester 2024,active
2aa20c1e-e028-4315-928f-bbae38a7c678,S0059,C004,First Semester 2023,completed
a012c6c2-c790-484c-b4c9-93ae8938279c,S0059,C002,First Semester 2023,active
9d017d3c-f7df-4baf-b2a8-1e6e1c3da4eb,S0059,C001,Second Semester 2024,completed
9adebcc2-2114-4198-9466-2ea99c5a342e,S0060,C002,First Semester 2023,completed
b8e3fb43-f345-44ae-8519-78bf8a2e30d6,S0060,C004,Second Semester 2024,active
171acd35-6112-4927-8d6a-ee300567f81f,S0060,C001,Second Semester 2024,active
e987cfb2-5552-4e11-b469-3821c7ca7ddc,S0061,C003,Second Semester 2024,active
8d8a7957-c419-4c8a-844f-c2a85a4a96ae,S0061,C001,Second Semester 2024,active
84c62e4b-0c99-4e2d-a7a9-98ab103f3a46,S0062,C003,First Semester 2023,dropped
32ccf39d-8914-4c96-9cb2-703335e0edd6,S0063,C003,First Semester 2023,completed
89238eb6-d690-4fa9-a830-affafc37337a,S0063,C001,Second Semester 2024,dropped
3ab5a9f1-b7c3-45a2-9c16-cbae654135f8,S0063,C004,First Semester 2023,dropped
e9209b3a-2951-48a7-8d21-0a344a49ba1b,S0064,C004,First Semester 2023,active
37328d15-69d4-45f3-94dd-528c5fb698a5,S0064,C003,First Semester 2023,completed
f0a4be8a-3fab-4c74-bbbb-cccc8d8e352b,S0065,C002,Second Semester 2024,active
05209457-d871-4196-893c-3582037df82e,S0066,C002,First Semester 2023,active
1a3ecc71-86cc-456b-b0bb-1e32c14fa9be,S0066,C004,First Semester 2023,completed
7c226735-ca95-4c2e-a5df-39cb80624277,S0067,C004,Second Semester 2024,dropped
4d2ce796-4878-417a-a82d-94a30ad33361,S0067,C001,First Semester 2023,dropped
c5bcc4cd-a1ad-4f14-bae1-9f9c0634e0e6,S0067,C003,First Semester 2023,dropped
45bfd2c3-08a5-4d03-bf4f-a031b0255b9d,S0068,C003,Second Semester 2024,active
c8b7bcd0-d020-4ede-9fa7-0e6bbffa749e,S0069,C003,First Semester 2023,dropped
2195e073-6697-4d0f-a7c0-2a5960bb380b,S0069,C001,First Semester 2023,dropped
451ea1db-e06a-46b2-bd93-183fd17bd6cc,S0069,C002,Second Semester 2024,active
12ea7890-1397-4770-95bd-18badcaaf6a5,S0070,C001,First Semester 2023,dropped
c32bba73-b417-4ee1-b8dc-639081278b86,S0070,C002,Second Semester 2024,completed
03c61e18-0528-4309-aa56-587dbb8e37e2,S0070,C003,Second Semester 2024,dropped
9ad8e1cc-8aac-4783-948b-5d0dbe1e70bc,S0071,C003,First Semester 2023,completed
bc6232e3-1876-46ec-a6df-7b57eb41eac7,S0072,C001,Second Semester 2024,active
31bc99e6-6420-422a-8ae9-250b9693ffd8,S0073,C003,Second Semester 2024,dropped
4febaa0e-dbfb-491a-9b0e-9a7ed4db5496,S0074,C004,Second Semester 2024,dropped
8329bd1a-6cd6-4edf-92df-c152c8e6cd4b,S0075,C002,First Semester 2023,dropped
46281fb8-4d59-468e-85ff-a2f2be54eceb,S0076,C001,First Semester 2023,active
43a7320c-1984-43ce-b3e1-f6f7757ad703,S0076,C002,First Semester 2023,active
78adb182-9381-4bb3-a7f2-f07ef821947c,S0077,C003,Second Semester 2024,dropped
17d2efe7-6df5-4a4a-8a8e-9dd260679824,S0077,C004,Second Semester 2024,completed
8f9d7375-6805-4a24-b785-dcc138e591c4,S0078,C002,Second Semester 2024,completed
e85cc863-48cf-41da-bbbc-cb5d474f9205,S0079,C003,Second Semester 2024,active
3e9f069a-81b0-4ca4-8880-0d17b3efe892,S0080,C004,Second Semester 2024,completed
7f3dadbd-fe3f-4662-8468-0a4a61e5835e,S0080,C002,Second Semester 2024,active
5f6bbc54-f392-460b-a4c5-ee2dba41348a,S0081,C004,Second Semester 2024,active
1bb9d499-b6ee-41cf-8bec-c264c3405500,S0081,C002,Second Semester 2024,active
f9a61744-93ef-48f0-b95c-0d6273c7fd75,S0082,C002,Second Semester 2024,completed
3b6becb7-c56d-4e29-a5b8-a38c065f5046,S0082,C003,First Semester 2023,active
902ad019-7a0f-4a86-9eac-a15d72742e76,S0083,C003,Second Semester 2024,dropped
551a7dcd-4f84-4010-a48f-c1f11be40ba9,S0083,C002,Second Semester 2024,active
f9cf2bd2-a142-4851-8f47-3d7224ce3160,S0084,C004,First Semester 2023,dropped
2b5457b7-8f96-4ff2-986b-6a71156912dd,S0084,C002,Second Semester 2024,dropped
7d6448b2-f12d-4664-9d65-5951352aa2af,S0084,C003,Second Semester 2024,completed
242e3d71-1579-4c24-bffd-f8f197e9afe2,S0085,C001,Second Semester 2024,dropped
793841a9-d68b-480f-9dd2-30366737cac9,S0085,C004,First Semester 2023,active
910f445d-d6f3-4d9b-b918-a6e885fde9e9,S0085,C002,First Semester 2023,dropped
c474e1c0-0f16-4af8-bb80-8449c2b579c2,S0086,C004,First Semester 2023,active
4fbb831a-696f-4074-8084-a2907e50a000,S0086,C001,Second Semester 2024,completed
268e81b4-d596-4842-967e-8c74bd92232a,S0086,C003,Second Semester 2024,dropped
90b84f94-b062-459e-924a-16520958b354,S0087,C002,Second Semester 2024,completed
016d26d9-df15-4667-a812-a17c9946601e,S0088,C004,First Semester 2023,dropped
c14a2a61-358f-473f-b0bd-e14f44a524d9,S0088,C001,Second Semester 2024,completed
8babb414-7d1d-4494-8b71-2efd8ffa1194,S0089,C003,First Semester 2023,active
a6ea0997-f5a0-4c0a-9021-d3fc7ff3e818,S0089,C001,First Semester 2023,completed
b5786277-761c-4a2b-9263-f8e03c5969c6,S0090,C004,Second Semester 2024,completed
dbd0ad57-8e07-48fc-83b1-c1ec7ba5a5df,S0090,C003,Second Semester 2024,active
14d8e0e6-bbaa-4e4a-be25-371bbd5bfece,S0090,C001,Second Semester 2024,dropped
b30269aa-6cfa-4ecc-9ae4-27cfebd5c149,S0091,C002,First Semester 2023,active
c1c353c4-2095-45a4-a02c-f60413d754d6,S0091,C001,Second Semester 2024,active
bf86ad63-851a-493f-a97e-ef2f037ce599,S0092,C004,Second Semester 2024,dropped
7006a2c6-3286-4f00-aa8b-e2891f19297e,S0092,C001,First Semester 2023,dropped
09fff6ab-1d19-4f64-b8cf-814adea7e1ae,S0092,C002,Second Semester 2024,completed
2bb47157-7ec4-49d8-ac97-34c0e2b05055,S0093,C002,Second Semester 2024,dropped
7cb8b49d-864b-489a-8d9b-79fda04c57f6,S0094,C001,First Semester 2023,active
8c0dc409-dfcc-4eb4-bfbe-089223ce37db,S0095,C004,First Semester 2023,completed
4bf7e012-025e-4446-a63f-730d6b0bb457,S0096,C003,First Semester 2023,active
4b523dc2-fee9-4972-af7b-93e71e19f010,S0096,C002,Second Semester 2024,completed
ad3b1b9d-e156-40e9-ac06-3d73b84e2f11,S0096,C001,Second Semester 2024,dropped
9d7739b2-5287-45f4-85c1-418145674f45,S0097,C004,First Semester 2023,active
a674dd6b-9055-4085-9f23-4322e3b93a34,S0097,C003,Second Semester 2024,dropped
85f3cb12-4a4a-4612-a43a-7f532a7b6a7c,S0098,C004,Second Semester 2024,dropped
9d2f1794-cd85-4347-b457-9c7faf5db99c,S0099,C003,First Semester 2023,completed
84f612df-5f0a-44fb-b6e7-d214f3b5f7d7,S0099,C001,First Semester 2023,active
767f5095-78dc-440b-8051-391c9ac1ad69,S0099,C004,First Semester 2023,completed
ed55169f-5486-4db3-afaa-f79135eb0106,S0100,C002,Second Semester 2024,dropped
da36a2b6-ff06-44bb-b85a-74cdbf2bf0e4,S0101,C003,Second Semester 2024,active
863daa90-2a0b-43f4-a2a5-97cfed8707d5,S0102,C002,Second Semester 2024,active
0283a43b-794f-4276-9454-1573b70f9392,S0102,C003,Second Semester 2024,dropped
267d46e7-2de1-4da4-aa92-d47b515400a6,S0103,C001,First Semester 2023,active
fa1b1bac-fe49-45a4-912a-0ef57872420e,S0103,C003,Second Semester 2024,dropped
300b6e7b-b393-4fb8-8fd4-c793016f2931,S0103,C004,First Semester 2023,active
89a8c57d-1806-499f-b1ac-f1dd3303343c,S0104,C001,Second Semester 2024,dropped
0fa4c293-183f-46db-94be-b7e075666394,S0105,C004,First Semester 2023,completed
280d4e22-982e-4afd-b7fc-562b9ffe3709,S0106,C003,Second Semester 2024,active
8f24da7e-a2e7-48d7-99b7-463f1117f840,S0106,C004,Second Semester 2024,completed
a0fa7665-584f-418a-b9dd-11e1e222c775,S0106,C002,Second Semester 2024,active
464aea48-3150-460d-ad89-82c2039dfd70,S0107,C001,Second Semester 2024,completed
de3b5a64-e958-4430-921c-f64348c08457,S0107,C004,Second Semester 2024,active
4e45a736-bab4-4b77-959f-b8416d19312d,S0107,C002,Second Semester 2024,dropped
673c984b-c459-4172-9fdf-4b1b5e05b8b1,S0108,C003,Second Semester 2024,dropped
8a8016fe-8fa5-4e32-8137-4168ef2ecdc9,S0109,C004,Second Semester 2024,dropped
13d579ae-33dc-409c-a8cc-5023a43fdaf0,S0109,C001,First Semester 2023,completed
bb0c686a-1a5c-4752-a705-1d9697b732b3,S0110,C004,First Semester 2023,completed
434fe133-2da6-4974-87ad-21dd3768b54a,S0111,C002,First Semester 2023,active
cc009f08-206f-4ddb-9a31-c87e904c01a1,S0111,C001,Second Semester 2024,completed
c41c233d-a513-464e-965a-693e85b69e95,S0112,C004,Second Semester 2024,dropped
c5a06501-935e-4c27-9485-60db6208c875,S0112,C001,Second Semester 2024,active
46f90964-9ad2-4c4a-9798-739eda786fca,S0112,C003,First Semester 2023,completed
df0fea06-bcbd-4eeb-8eab-2f76f776f4e8,S0113,C004,Second Semester 2024,active
793130ce-e8c3-47d0-ab22-9d1d9daac867,S0113,C002,First Semester 2023,completed
c88a9a74-00af-485d-ab08-8fcd35951ffd,S0113,C003,Second Semester 2024,active
1761f1ce-3768-46aa-bd34-d21e3b59475e,S0114,C003,First Semester 2023,active
25807a2c-9d6b-43b5-8da8-98b5edf6cca4,S0115,C004,Second Semester 2024,completed
dfe6b589-79b8-423d-aa31-89ba24b17e45,S0115,C003,First Semester 2023,active
e55d32af-13e9-4070-92c6-456200102dc0,S0116,C002,Second Semester 2024,completed
82ff1dad-2310-49fb-8d5c-4547f84791e0,S0116,C004,Second Semester 2024,active
aa3319bc-6ce7-43e1-b08f-75a1cea6e9bc,S0117,C001,First Semester 2023,completed
80189536-4d74-4649-93bc-20e078c09d8b,S0117,C003,Second Semester 2024,active
8f65abf9-3da3-4aca-9e07-24a8c28fd8cb,S0118,C004,Second Semester 2024,dropped
62b215ad-c61f-48b1-a097-5bc064abd035,S0118,C003,First Semester 2023,active
4fcf9f89-5ae0-4b5a-b977-63feb4cc7214,S0119,C004,Second Semester 2024,completed
87db0168-5125-4262-85a0-daf6d6b1ba8c,S0120,C003,Second Semester 2024,dropped
d799d80d-9afa-4fb4-a21f-01671404e492,S0120,C001,First Semester 2023,active
f20ba0c9-2a86-4922-b492-7b3536c21bc3,S0120,C004,First Semester 2023,active
b61ae1b0-4719-41a8-9567-2214a23ebe36,S0121,C003,First Semester 2023,dropped
8f7c0071-6fef-4c5d-9702-1edd24940bbd,S0121,C002,First Semester 2023,completed
c9f99d37-b1f2-4ebf-bd76-c495710fc415,S0121,C004,Second Semester 2024,active
8ed2de16-1ec8-4917-af74-40014023539b,S0122,C003,Second Semester 2024,dropped
59225b53-a6ef-4273-af77-4027e656cfbc,S0122,C004,Second Semester 2024,dropped
5d9dacbd-ddbb-4fa4-8679-c4f22d9238a4,S0123,C003,Second Semester 2024,completed
ab87aea4-c54f-47ad-b750-bfbbdaf9ae1b,S0123,C002,First Semester 2023,completed
36ba4892-6c90-4f13-ba7e-6b515892e71a,S0123,C001,Second Semester 2024,dropped
ff7661bb-e054-4ba1-8f4e-a9209df20554,S0124,C001,Second Semester 2024,dropped
61e8baa5-30e4-441b-b07c-fca7ebacd8e1,S0124,C003,First Semester 2023,dropped
bf6494b6-eee5-433e-add3-4f8e5fcbf482,S0124,C002,First Semester 2023,dropped
712c3126-3222-404f-82bb-6d94fed50d6b,S0125,C002,Second Semester 2024,active
016ff44c-31e4-4850-86a8-1b2b5c69ee49,S0125,C003,First Semester 2023,active
18177e4a-5415-468e-8f75-c3d196107189,S0126,C001,Second Semester 2024,completed
40f66fde-ea72-4584-9e6e-187ae939f790,S0126,C004,Second Semester 2024,active
9b559178-0353-4b9a-abeb-9d9880b710a6,S0126,C003,Second Semester 2024,dropped
46633755-a5b0-4639-8895-4db145e526e1,S0127,C004,Second Semester 2024,dropped
0b3e2b6e-65f6-4897-ba8e-5e5ca444c040,S0128,C001,First Semester 2023,dropped
40c71862-b44a-4d77-b20c-3a3ffee8acf1,S0128,C003,Second Semester 2024,dropped
f89cad3f-0ea6-4dbf-a011-b8d84630419c,S0128,C004,Second Semester 2024,dropped
dcf9b680-07ca-47d8-92c5-7940927a72df,S0129,C003,Second Semester 2024,dropped
ff4a9185-7886-4504-ad75-8b74b7d0c829,S0129,C001,Second Semester 2024,dropped
7d845537-7458-492c-a1da-7c7a9b8826ed,S0130,C003,Second Semester 2024,active
dffbdc2d-bffb-4e28-b933-ea492c7c4106,S0130,C004,First Semester 2023,completed
ceb3c70f-8bab-4c9c-8026-6d51a5c5bce0,S0131,C003,Second Semester 2024,dropped
0761dc0c-5e99-4568-89c7-0e3d1a985b74,S0131,C001,First Semester 2023,dropped
27379316-b69b-4391-a4ee-8f519ce85b7d,S0131,C002,Second Semester 2024,completed
def42b39-2d49-4235-bc77-5a20b4a4cb80,S0132,C003,Second Semester 2024,completed
6b691bd2-1533-4e82-a1b3-b264d9d76878,S0132,C004,First Semester 2023,dropped
0e592949-1e92-40ae-9886-8de4d5853f0b,S0133,C004,First Semester 2023,completed
0ff48fe8-b5e9-489c-a331-c4b071813890,S0133,C002,First Semester 2023,completed
8b490e26-db9e-42e6-98f4-26dd5071ce94,S0133,C003,First Semester 2023,completed
31b5efb0-da42-498b-bbc0-53a84708cf0f,S0134,C003,Second Semester 2024,active
0444c6f1-bcc9-42e6-9d2f-5a3ea7b4f9c8,S0134,C004,First Semester 2023,dropped
d9259a4b-ac07-48c7-9657-8ecb5529885a,S0135,C003,First Semester 2023,dropped
b595459d-e5d2-4eae-9104-da0ce6508af4,S0135,C001,First Semester 2023,active
963ba31c-fc7c-456d-a7dd-93a52b519424,S0136,C002,First Semester 2023,active
842ee348-5dc2-4d9b-b1bd-b57bb8dddfc2,S0137,C004,Second Semester 2024,dropped
673659ef-aa1c-4dca-b0c7-915e03a0b96b,S0138,C001,First Semester 2023,active
ab6d9aa8-aaef-4be1-9674-998a6a97cbce,S0138,C003,First Semester 2023,completed
d33650db-3164-42fe-90a0-e2600fbd6062,S0139,C004,Second Semester 2024,completed
ba9cee3d-25c3-4945-8063-fce4c2e41a50,S0139,C002,Second Semester 2024,dropped
718296af-2c2e-4ba0-957e-f91444424098,S0139,C001,First Semester 2023,active
32dcea5b-9bc8-4efe-8688-d6120b64e782,S0140,C002,First Semester 2023,completed
2c47a51f-68c4-451a-8166-356cb04fbce9,S0140,C003,First Semester 2023,active
d67df90d-d795-40be-bf30-25c3a2a30071,S0140,C001,Second Semester 2024,completed
4615575c-4fa8-4a65-80d3-5021f0eb453e,S0141,C003,First Semester 2023,active
57696e2f-1e22-4ade-99c6-7a528f80d1ef,S0142,C001,Second Semester 2024,completed
b2403468-d60b-44a9-9173-cd93775c4f30,S0142,C002,Second Semester 2024,active
7687853e-ee26-4c95-90f1-c7ee160a5654,S0143,C004,First Semester 2023,completed
172f0d9b-eb02-4661-9dc3-53621691c83a,S0143,C002,First Semester 2023,dropped
2f875748-161f-47a1-bac3-d0572eb86221,S0143,C001,Second Semester 2024,dropped
f73c6a1f-a06a-4de4-9755-828f5147c3ba,S0144,C002,Second Semester 2024,completed
c9eaa5b9-2b59-47f2-8447-ee3f0525c1b4,S0144,C001,First Semester 2023,active
5fe12b57-a350-4764-b7af-c63b02ac1c61,S0145,C004,First Semester 2023,completed
b96a33aa-e090-42d7-94ce-6f0f75d9704d,S0145,C002,First Semester 2023,active
d659d69f-4eca-4266-bf29-d615f1780077,S0145,C003,First Semester 2023,completed
e6c75732-f151-4f15-a46e-e99eae4ed89f,S0146,C002,Second Semester 2024,completed
c17e3dc0-bf56-48b9-b0eb-0400dd558095,S0146,C001,First Semester 2023,completed
0da761fd-4f7c-4491-a1fa-e8a0bcf4ced1,S0147,C003,First Semester 2023,completed
2d91ac23-497d-4968-b4b6-c702611a7d79,S0147,C002,Second Semester 2024,dropped
50c74b31-90a6-4567-a3f2-f68f476a2533,S0148,C001,First Semester 2023,completed
3030d7f4-d5d4-499b-b9d8-8a1469fac666,S0149,C002,Second Semester 2024,dropped
2d5737a0-3300-42f1-a231-8ce645d62ecd,S0149,C004,First Semester 2023,dropped
b2932bfb-4265-4798-8b80-afa6fab1fa12,S0150,C003,First Semester 2023,active
7d692580-17a8-4108-83b9-3b0270898400,S0150,C004,First Semester 2023,completed
594ed61a-5d15-4129-9425-6e905aeb5055,S0151,C004,Second Semester 2024,completed
731dc76f-85e6-40fe-a44e-b3e1c5ba136f,S0152,C004,First Semester 2023,dropped
