student_id,consent_given,consent_time,method
S0104,True,2024-03-08 09:30:27.220865,digital
S0105,False,2024-03-14 04:43:22.762898,email
S0106,False,2024-05-22 22:12:50.508883,email
S0107,True,2024-11-16 20:35:51.946504,digital
S0108,False,2023-07-17 03:18:57.829457,digital
S0109,False,2023-09-06 17:14:54.103462,digital
S0110,True,2024-09-27 15:36:41.657170,form
S0111,False,2023-07-13 02:13:37.164230,digital
S0112,True,2024-01-14 13:25:08.758445,email
S0113,False,2023-10-31 04:20:48.383623,email
S0114,True,2023-10-20 03:22:27.207624,form
S0115,True,2024-12-17 04:47:12.804770,form
S0116,False,2024-12-13 12:31:10.765796,email
S0117,True,2023-11-17 13:23:00.695062,email
S0118,True,2023-11-27 05:03:36.807966,digital
S0119,False,2023-10-02 08:54:09.128562,form
S0120,True,2024-05-29 03:13:11.673480,digital
S0121,True,2024-10-22 19:39:25.077351,digital
S0122,False,2023-12-09 07:16:53.282671,form
S0123,False,2023-10-03 17:58:56.201619,form
S0124,True,2023-09-21 14:16:43.118030,digital
S0125,True,2025-04-23 20:42:17.006588,form
S0126,False,2023-11-23 15:01:39.044353,form
S0127,False,2024-09-27 14:16:52.431088,digital
S0128,True,2025-03-31 10:23:00.227490,email
S0129,True,2024-02-01 08:03:39.880380,form
S0130,True,2024-11-10 03:40:16.831482,form
S0131,True,2023-10-17 22:20:48.742609,email
S0132,True,2023-08-12 16:54:47.026646,form
S0133,False,2025-04-15 18:22:20.133792,email
S0134,True,2024-06-07 12:56:13.425749,digital
S0135,True,2023-07-03 01:22:06.033150,digital
S0136,True,2024-03-27 01:54:29.806503,form
S0137,False,2024-07-20 20:32:57.640682,form
S0138,True,2024-11-08 10:59:47.247141,email
S0139,False,2025-04-09 17:37:48.642789,digital
S0140,False,2023-09-14 18:19:37.942944,email
S0141,True,2025-01-05 21:07:51.274555,form
S0142,True,2023-11-29 04:38:42.740888,form
S0143,False,2023-10-17 19:01:11.334776,digital
S0144,False,2023-09-14 16:50:32.509938,email
S0145,False,2023-12-11 22:57:18.259104,email
S0146,False,2025-02-10 01:50:03.848032,form
S0147,False,2024-01-07 21:34:10.825607,digital
S0148,True,2024-07-11 12:42:37.756737,email
S0149,True,2024-08-05 21:40:33.543504,form
S0150,True,2024-11-03 03:03:11.555099,form
S0151,True,2025-05-21 10:05:32.889983,digital
S0152,False,2025-05-08 08:01:24.328863,digital
S0153,True,2025-04-14 04:07:42.221593,digital
S0154,True,2025-04-27 10:33:00.001635,email
S0155,True,2025-06-15 13:53:21.717923,email
S0156,True,2025-04-04 23:27:41.899690,digital
S0157,True,2023-10-20 11:08:26.071815,digital
S0158,True,2025-06-24 22:28:13.837672,email
S0159,True,2024-07-20 17:21:38.565116,digital
S0160,True,2024-08-14 21:14:55.203986,digital
S0161,True,2025-05-24 02:06:14.576272,email
S0162,False,2024-05-02 20:37:55.692844,email
S0163,True,2024-09-15 18:35:22.149727,email
S0164,True,2025-01-28 00:19:05.115096,email
S0165,False,2024-01-17 10:05:53.045313,form
S0166,False,2024-01-03 13:55:59.764043,form
S0167,True,2023-11-30 22:03:12.331914,email
S0168,True,2024-12-14 05:35:53.892120,form
S0169,False,2025-01-11 06:43:24.288080,form
S0170,True,2023-07-12 02:50:45.412967,email
S0171,False,2024-04-18 22:18:11.999266,form
S0172,False,2024-03-27 19:16:22.796660,digital
S0173,True,2024-07-22 14:56:30.635287,form
S0174,True,2025-05-04 19:47:18.523741,digital
S0175,True,2025-03-27 10:59:00.551789,email
S0176,False,2023-09-19 17:56:47.347658,form
S0177,False,2024-11-15 19:40:43.417177,form
S0178,False,2025-04-15 12:39:53.296615,email
S0179,False,2023-12-12 07:22:56.705465,email
S0180,False,2024-11-20 00:31:09.303331,email
S0181,True,2025-05-21 03:00:18.550792,digital
S0182,True,2023-09-18 03:40:54.179830,digital
S0183,True,2024-06-11 14:58:00.205779,email
S0184,False,2025-04-21 17:43:06.608860,email
S0185,False,2024-08-24 15:37:21.197144,email
S0186,True,2024-12-17 07:11:36.251873,digital
S0187,True,2023-10-04 06:18:31.536196,email
S0188,True,2024-07-09 20:15:27.592668,email
S0189,True,2024-07-25 05:39:47.775491,email
S0190,False,2023-12-13 19:32:34.823744,digital
S0191,True,2023-09-27 20:11:15.941561,form
S0192,False,2025-04-20 18:22:17.057792,form
S0193,True,2024-07-02 21:02:02.785707,form
S0194,False,2024-09-12 19:37:59.287905,form
S0195,False,2025-04-03 12:58:25.893725,form
S0196,True,2023-12-20 21:29:56.140713,form
S0197,True,2024-08-03 21:59:23.216186,email
S0198,False,2024-03-01 04:52:38.058896,form
S0199,True,2024-07-24 04:05:11.277791,form
S0200,True,2024-01-03 03:55:56.758142,form
S0201,True,2024-02-25 01:31:25.537157,digital
S0202,True,2023-10-04 23:10:14.621145,form
S0203,True,2023-11-04 17:46:31.937407,digital
S0204,True,2024-05-04 22:19:23.854915,form
S0205,False,2025-03-09 13:48:59.797468,form
S0206,False,2023-11-24 10:57:24.116320,form
S0207,False,2025-02-02 23:15:41.796396,email
S0208,True,2023-12-05 13:33:59.166679,digital
S0209,False,2024-10-04 06:08:52.836104,digital
S0210,True,2024-07-09 20:16:07.547355,email
S0211,True,2024-09-25 22:07:29.796986,digital
S0212,False,2023-08-18 16:05:50.460065,digital
S0213,True,2024-12-05 02:32:58.966298,digital
S0214,False,2024-07-30 20:40:18.736543,email
S0215,False,2024-12-17 09:27:07.947421,form
S0216,False,2024-02-17 14:06:57.127872,form
S0217,False,2023-10-25 18:01:28.436427,email
S0218,False,2024-01-15 07:53:08.655358,digital
S0219,False,2025-03-07 08:53:11.206738,digital
S0220,True,2023-07-19 08:58:32.098856,digital
S0221,True,2025-01-06 15:44:50.552876,email
S0222,False,2025-01-17 07:08:54.739004,digital
S0223,True,2025-01-13 19:59:28.412958,digital
S0224,True,2024-11-13 03:58:03.944265,digital
S0225,True,2025-03-18 19:25:42.935846,email
S0226,False,2024-12-06 16:35:46.921886,digital
S0227,True,2023-08-27 13:57:24.354655,email
S0228,True,2023-10-25 23:05:47.110980,form
S0229,False,2024-12-20 15:35:20.287996,email
S0230,True,2024-10-04 19:59:40.483994,form
S0231,True,2023-08-25 16:53:24.793812,form
S0232,True,2024-11-11 00:39:02.091772,email
S0233,True,2024-06-12 16:31:52.396442,digital
S0234,True,2025-02-04 19:08:48.611091,email
S0235,True,2024-05-13 03:41:57.475940,form
S0236,True,2025-04-10 18:04:03.464859,digital
S0237,False,2024-10-12 12:13:29.716929,email
S0238,True,2023-08-08 07:21:58.380513,digital
S0239,True,2024-09-30 07:25:08.196194,digital
S0240,True,2025-06-04 01:31:30.133184,email
S0241,True,2023-07-16 08:45:56.880857,digital
S0242,False,2023-10-14 21:31:01.151922,email
S0243,False,2024-03-11 14:15:38.549104,form
S0244,False,2024-03-30 08:57:54.738424,email
S0245,True,2023-09-19 14:36:58.311435,digital
S0246,False,2025-04-25 08:04:45.606267,email
S0247,True,2024-10-11 02:12:06.465978,digital
S0248,False,2024-12-28 04:42:43.970321,form
S0249,False,2024-01-04 00:01:15.101738,form
S0250,True,2023-08-28 14:37:02.382186,digital
S0251,False,2025-02-10 04:45:01.298841,digital
S0252,False,2024-09-08 00:44:50.073763,email
S0253,False,2024-08-21 12:38:04.210806,digital
S0254,True,2024-06-09 18:22:41.286137,email
S0255,True,2024-06-20 06:08:43.720846,digital
S0256,False,2025-04-22 09:51:29.942341,form
S0257,True,2023-08-22 10:42:41.563204,email
S0258,True,2023-11-02 20:27:17.784804,email
S0259,True,2025-01-05 00:17:15.474082,form
S0260,False,2024-06-27 18:18:13.148169,digital
S0261,True,2025-01-23 07:59:57.122791,digital
S0262,False,2024-02-11 22:37:07.086665,form
S0263,True,2024-06-03 23:48:35.542395,email
S0264,True,2024-07-01 22:43:43.887573,form
S0265,False,2024-06-02 20:25:56.787405,form
S0266,False,2023-07-29 17:40:58.563947,digital
S0267,True,2023-08-02 04:11:56.540404,digital
S0268,False,2024-10-23 02:14:45.842601,email
S0269,False,2025-04-04 13:01:22.270610,form
S0270,True,2024-03-29 12:48:57.065127,form
S0271,False,2024-10-04 13:29:07.767576,email
S0272,True,2023-08-31 06:34:27.637304,digital
S0273,True,2024-12-07 06:46:58.578566,digital
S0274,False,2024-01-14 10:17:15.574938,form
S0275,True,2023-10-15 00:43:53.287437,digital
S0276,True,2024-03-29 09:45:19.631481,digital
S0277,True,2023-09-25 07:05:42.315319,email
S0278,False,2024-04-24 03:45:46.954594,form
S0279,False,2025-01-30 04:37:29.911084,email
S0280,True,2024-07-05 06:18:08.660500,digital
S0281,False,2025-06-20 03:38:12.999836,form
S0282,True,2024-03-23 10:47:17.106164,email
S0283,False,2023-08-02 06:44:13.319245,digital
S0284,False,2024-02-09 00:42:56.991694,email
S0285,False,2023-10-29 20:13:08.690294,digital
S0286,True,2024-08-21 20:21:05.440509,digital
S0287,True,2024-12-11 10:43:14.277129,form
S0288,False,2024-08-04 02:39:12.676452,email
S0289,False,2023-07-26 06:03:00.775951,email
S0290,True,2024-06-04 15:29:51.823428,digital
S0291,True,2024-04-19 14:21:27.704169,digital
S0292,False,2023-12-20 02:07:43.494464,email
S0293,True,2024-09-09 07:30:05.348375,form
S0294,False,2024-09-18 03:44:35.326352,email
S0295,True,2024-05-28 12:38:34.983474,form
S0296,False,2024-03-12 20:46:11.802857,email
S0297,False,2025-06-26 01:10:38.613657,digital
S0298,True,2025-01-11 16:29:14.971959,email
S0299,True,2025-01-16 06:00:45.458284,email
S0300,True,2025-05-23 17:06:58.612100,digital
S0301,True,2025-03-13 21:27:04.736293,digital
S0302,True,2024-07-15 14:11:04.853759,form
S0303,False,2023-09-27 08:36:36.844618,digital
S0304,True,2023-08-10 20:05:55.330544,email
S0305,False,2025-02-02 07:53:53.228224,email
S0306,True,2025-05-05 11:24:34.525026,email
S0307,True,2025-03-20 12:54:00.462001,form
S0308,False,2023-12-29 03:57:44.914748,form
S0309,False,2024-07-17 14:27:59.034284,digital
S0310,True,2025-04-07 18:22:32.402026,form
S0311,False,2025-04-26 01:11:18.957965,email
S0312,True,2024-12-17 22:51:56.187644,email
S0313,True,2024-01-04 14:06:43.009772,form
S0314,True,2024-12-14 03:19:47.119048,email
S0315,False,2025-05-30 07:43:01.333591,email
S0316,False,2024-10-09 18:07:33.419376,form
S0317,True,2024-07-31 09:50:41.572805,form
S0318,True,2024-06-07 11:23:21.703262,form
S0319,True,2025-03-31 15:25:33.143849,digital
S0320,True,2023-12-26 09:20:47.380055,form
S0321,False,2023-11-16 02:19:23.158904,form
S0322,True,2024-12-03 02:32:26.662889,digital
S0323,True,2023-11-11 14:06:54.098150,email
S0324,False,2024-10-12 15:38:27.079915,email
S0325,False,2024-04-14 11:13:49.641223,form
S0326,True,2023-12-21 10:20:23.998737,digital
S0327,False,2024-10-31 02:26:18.546651,form
S0328,True,2023-10-08 20:27:21.564523,email
S0329,True,2024-04-14 17:47:09.810516,digital
S0330,False,2024-11-03 16:23:59.751029,form
S0331,True,2024-12-08 19:25:50.000645,email
S0332,False,2024-07-12 14:20:04.984129,email
S0333,True,2024-10-10 18:49:18.535935,email
S0334,True,2024-10-26 16:53:03.431711,form
S0335,False,2024-02-07 02:36:42.766374,digital
S0336,False,2024-01-30 20:52:36.457552,email
S0337,False,2023-07-12 14:47:45.550696,digital
S0338,True,2025-03-30 21:45:22.738608,email
S0339,True,2024-12-31 01:57:49.896175,form
S0340,True,2023-09-30 19:46:28.065359,email
S0341,True,2024-12-06 01:51:37.083982,email
S0342,False,2025-03-05 18:33:28.296329,digital
S0343,False,2024-05-07 05:52:08.476341,email
S0344,False,2023-09-11 12:38:08.751471,form
S0345,True,2025-05-29 07:33:06.023618,email
S0346,False,2023-12-28 11:02:28.355069,digital
S0347,False,2024-05-29 22:40:58.035557,digital
S0348,False,2023-07-27 06:38:40.383506,email
S0349,False,2024-04-07 12:14:57.747250,email
S0350,True,2025-05-18 02:57:16.752004,form
S0351,True,2024-09-30 21:12:13.962736,form
S0352,False,2023-10-19 22:25:39.578052,form
S0353,True,2025-05-18 15:01:53.824352,email
S0354,False,2024-03-26 10:38:37.893119,form
S0355,True,2024-01-25 18:35:50.504966,email
S0356,True,2025-03-26 12:55:56.670849,digital
S0357,False,2023-11-10 18:55:10.153874,form
S0358,False,2025-01-23 14:07:13.693225,form
S0359,False,2024-12-05 06:07:52.277478,digital
S0360,False,2024-03-23 01:41:41.283435,form
S0361,True,2024-07-28 11:34:13.805359,digital
S0362,False,2023-11-11 01:20:23.886623,email
S0363,True,2023-11-14 12:01:53.978008,form
S0364,False,2025-03-20 16:41:57.404415,email
S0365,True,2024-12-11 04:31:30.223685,email
S0366,False,2024-10-27 22:25:55.251388,digital
S0367,True,2024-06-04 16:35:56.972201,form
S0368,True,2024-02-07 06:41:40.339745,email
S0369,False,2025-01-26 02:20:13.024788,email
S0370,False,2025-03-18 22:54:24.499988,form
S0371,True,2024-07-06 05:03:03.020223,digital
S0372,False,2025-05-28 17:29:32.148131,digital
S0373,False,2024-07-18 21:39:26.855525,email
S0374,True,2025-04-26 19:24:46.851257,digital
S0375,False,2023-07-13 22:02:52.569822,form
S0376,False,2023-12-09 11:30:37.566952,digital
S0377,False,2023-09-15 02:03:16.061516,digital
S0378,False,2023-12-20 20:35:55.779968,email
S0379,False,2024-11-17 22:19:09.721975,email
S0380,False,2024-07-10 10:09:03.349538,form
S0381,True,2025-02-23 02:10:39.001725,email
S0382,True,2024-01-14 16:29:30.091378,digital
S0383,False,2024-12-08 10:45:12.394936,form
S0384,False,2023-10-03 13:24:11.482220,form
S0385,True,2024-09-15 03:37:33.779049,form
S0386,False,2024-11-17 18:32:22.881898,form
S0387,False,2024-10-31 14:19:29.011913,email
S0388,True,2024-03-01 19:12:04.882542,form
S0389,False,2024-01-25 02:32:37.495873,form
S0390,False,2024-10-06 07:47:43.775993,digital
S0391,True,2025-06-21 22:44:16.646449,email
S0392,False,2024-01-26 07:59:51.782042,email
S0393,False,2023-11-23 23:22:37.943675,form
S0394,False,2023-12-02 08:52:38.669857,form
S0395,False,2025-06-04 20:36:11.825636,form
S0396,False,2025-02-18 08:36:25.610909,form
S0397,True,2023-11-16 10:36:37.710814,email
S0398,False,2024-07-15 21:02:04.795125,digital
S0399,True,2024-08-29 08:51:44.889401,digital
S0400,True,2025-04-02 20:28:50.936759,form
S0401,False,2023-09-24 17:44:15.524252,email
S0402,False,2024-12-10 14:34:57.752345,form
S0403,True,2025-02-05 18:29:37.900832,digital
S0404,True,2025-02-05 05:13:20.899479,email
S0405,False,2023-09-01 06:34:34.524548,email
S0406,True,2024-11-28 01:59:46.862432,form
S0407,True,2024-05-24 16:04:52.079942,email
S0408,True,2024-06-02 05:18:25.187935,email
S0409,True,2025-03-30 06:51:42.825597,form
S0410,True,2023-09-25 21:45:34.937939,digital
S0411,True,2023-08-01 19:02:00.173899,form
S0412,False,2025-06-09 03:18:33.577963,digital
S0413,True,2023-12-20 14:30:50.979757,email
S0414,False,2023-09-02 06:26:15.819835,digital
S0415,False,2024-11-04 07:49:34.575941,form
S0416,True,2024-06-21 07:25:25.697164,digital
S0417,False,2023-10-03 21:20:49.083596,form
S0418,False,2024-10-09 22:31:22.907979,email
S0419,False,2025-06-26 13:29:39.239177,digital
S0420,True,2023-07-26 03:09:36.543522,digital
S0421,True,2024-04-19 12:52:04.542055,form
S0422,True,2023-07-22 21:04:49.642050,form
S0423,True,2023-08-22 14:51:43.093920,digital
S0424,False,2023-08-27 18:00:54.743288,form
S0425,True,2024-12-26 09:06:47.259020,form
S0426,True,2025-01-03 15:24:53.226145,digital
S0427,False,2024-06-24 07:02:45.918671,digital
S0428,True,2025-05-29 23:48:32.768491,email
S0429,True,2025-06-20 16:51:46.844064,digital
S0430,True,2023-09-05 02:37:10.736436,digital
S0431,False,2025-05-29 06:57:38.093231,form
S0432,True,2025-03-15 12:24:29.779227,digital
S0433,False,2025-01-16 11:15:50.626654,digital
S0434,False,2024-12-04 15:26:19.729070,email
S0435,False,2024-07-14 14:33:24.917972,digital
S0436,False,2023-07-03 14:40:38.837534,digital
S0437,False,2025-04-23 07:54:02.730486,email
S0438,True,2023-11-26 22:37:10.900838,email
S0439,False,2023-07-16 21:31:43.381285,digital
S0440,False,2025-02-08 16:18:27.923034,email
S0441,False,2024-08-28 14:46:57.627790,email
S0442,True,2024-02-26 21:34:25.747732,form
S0443,False,2024-04-25 15:42:27.732715,form
S0444,False,2024-08-02 01:30:52.529293,email
S0445,True,2025-02-28 08:04:24.419655,digital
S0446,False,2024-07-14 03:57:43.474469,form
S0447,False,2023-07-07 01:44:46.285746,email
S0448,True,2024-11-11 08:22:10.540268,email
S0449,False,2024-02-26 08:39:41.288566,form
S0450,True,2024-10-04 16:23:14.141593,email
S0451,False,2024-06-24 19:03:34.805014,digital
S0452,False,2024-12-11 04:47:08.458986,digital
S0453,False,2025-02-17 16:53:15.362843,email
S0454,True,2024-09-04 21:46:45.326345,email
S0455,True,2025-05-29 00:26:59.954307,digital
S0456,True,2025-04-20 17:14:31.603353,form
S0457,True,2025-04-27 02:23:05.054533,digital
S0458,False,2025-04-01 23:27:39.279504,email
S0459,True,2024-11-05 07:16:47.091864,email
S0460,True,2024-04-08 15:54:07.780541,email
S0461,True,2024-09-14 21:26:39.090062,email
S0462,False,2024-03-06 01:59:54.698255,digital
S0463,False,2025-04-04 14:37:16.411468,form
S0464,False,2023-08-22 04:32:29.759527,email
S0465,False,2024-09-10 11:21:25.717155,form
S0466,False,2025-02-07 02:12:06.242422,digital
S0467,True,2025-03-24 14:54:21.715181,form
S0468,True,2024-10-06 11:25:40.323631,digital
S0469,False,2024-08-20 12:50:51.551130,digital
S0470,False,2023-09-15 00:08:33.826162,form
S0471,True,2024-01-26 23:12:06.311661,form
S0472,False,2023-12-13 11:38:15.723268,email
S0473,False,2024-07-18 13:28:49.378137,email
S0474,True,2024-03-04 00:10:08.571072,email
S0475,False,2023-07-16 18:08:35.244694,form
S0476,False,2023-10-07 05:45:31.127662,digital
S0477,False,2025-06-24 17:28:41.012093,form
S0478,False,2023-11-16 17:13:12.081601,digital
S0479,True,2025-02-11 18:58:42.960867,email
S0480,False,2023-10-20 16:03:57.633498,digital
S0481,True,2023-12-01 23:16:20.816220,digital
S0482,False,2024-09-09 05:04:59.778514,email
S0483,False,2023-10-13 12:19:51.696346,digital
S0484,False,2023-12-19 21:47:24.757586,email
S0485,True,2024-01-14 09:14:30.805845,email
S0486,False,2024-02-29 04:01:49.065055,form
S0487,False,2023-08-22 13:10:44.688663,digital
S0488,False,2023-12-30 20:50:58.865907,email
S0489,True,2023-07-24 03:19:45.487528,form
S0490,False,2024-12-23 10:31:04.371656,email
S0491,True,2024-12-12 06:29:17.897343,digital
S0492,True,2023-09-30 11:44:46.736771,form
S0493,False,2024-07-23 02:27:54.946336,form
S0494,True,2025-05-14 15:03:51.073584,digital
S0495,True,2023-07-28 19:00:54.139047,digital
S0496,False,2024-03-21 10:55:16.339548,digital
S0497,True,2023-07-13 00:20:51.988368,digital
S0498,False,2025-01-26 01:15:26.114129,email
S0499,True,2023-12-18 02:04:16.712499,form
S0500,True,2025-05-10 22:05:05.571467,form
S0501,False,2024-05-05 14:57:26.934983,digital
S0502,False,2025-06-02 08:13:28.501840,digital
S0503,False,2024-12-21 18:55:20.680250,form
S0504,True,2024-07-10 20:32:08.447299,digital
S0505,False,2023-09-05 14:29:52.532626,email
S0506,False,2024-12-23 16:15:17.559434,form
S0507,False,2024-05-04 01:12:09.826348,form
S0508,False,2025-03-06 20:48:32.464300,digital
S0509,False,2025-05-13 07:06:46.349674,email
S0510,False,2025-05-16 22:49:06.525006,digital
S0511,False,2025-03-27 12:48:46.343344,email
S0512,True,2023-08-06 22:45:19.661042,email
S0513,False,2025-04-03 22:01:32.562443,email
S0514,True,2024-03-17 10:15:17.265972,digital
S0515,True,2024-04-13 02:17:57.388061,email
S0516,False,2024-09-13 04:51:17.453710,digital
S0517,True,2025-02-14 03:31:59.854146,digital
S0518,True,2025-01-04 15:39:13.955629,form
S0519,True,2024-04-04 15:52:37.088115,digital
S0520,True,2024-11-08 19:12:32.902652,email
S0521,True,2023-08-19 13:54:34.925785,digital
S0522,True,2025-05-14 08:46:45.859495,email
S0523,True,2023-11-29 23:22:25.089268,digital
S0524,True,2025-05-23 11:31:41.257657,digital
S0525,True,2025-01-08 04:49:47.636929,email
S0526,True,2023-12-30 01:12:25.829430,digital
S0527,False,2024-03-02 05:47:50.252838,digital
S0528,True,2023-08-04 12:16:51.977365,form
S0529,True,2024-05-06 10:39:41.468332,form
S0530,False,2024-08-02 11:10:25.272056,email
S0531,False,2024-05-11 03:41:15.137025,form
S0532,False,2023-09-14 22:41:49.743190,digital
S0533,True,2024-09-27 01:05:33.617999,digital
S0534,True,2024-06-15 23:15:09.224429,digital
S0535,True,2025-01-04 21:11:24.990520,email
S0536,False,2024-10-10 00:40:26.961169,digital
S0537,True,2023-10-09 15:39:00.712193,email
S0538,True,2023-11-28 12:24:04.175918,form
S0539,False,2024-07-14 14:52:24.731946,form
S0540,False,2024-01-06 04:14:49.438607,email
S0541,False,2024-12-26 02:28:01.549295,form
S0542,True,2023-07-26 22:58:58.592884,digital
S0543,True,2023-12-21 08:06:43.791709,email
S0544,True,2025-04-12 06:17:28.213130,email
S0545,True,2023-07-01 02:40:05.686041,email
S0546,False,2024-07-17 01:02:19.118250,form
S0547,True,2024-05-19 07:51:26.595730,email
S0548,True,2023-11-16 06:03:25.194456,form
S0549,False,2024-01-31 11:50:25.803442,form
S0550,False,2024-06-09 20:16:51.896746,email
S0551,False,2024-10-26 19:07:30.817736,digital
S0552,True,2024-08-02 11:07:04.743146,form
S0553,False,2025-04-10 08:05:05.508370,form
S0554,True,2023-10-05 04:41:55.582463,digital
S0555,False,2023-07-31 04:17:34.817045,form
S0556,False,2023-12-15 05:40:38.601635,digital
S0557,True,2024-03-26 21:49:21.691908,digital
S0558,False,2024-12-07 06:02:54.749991,digital
S0559,False,2023-08-05 11:55:05.766159,form
S0560,False,2024-10-26 17:42:15.849223,digital
S0561,True,2024-05-22 07:48:16.457877,form
S0562,False,2024-11-15 10:01:42.625160,email
S0563,True,2024-09-11 22:15:22.658863,form
S0564,False,2023-08-01 04:19:23.538829,form
S0565,False,2024-03-22 11:35:08.069375,form
S0566,False,2024-08-12 19:36:07.712495,digital
S0567,False,2024-11-25 08:06:26.537639,digital
S0568,False,2025-02-03 06:33:46.589850,form
S0569,False,2024-01-22 05:36:49.427993,form
S0570,True,2023-11-07 06:34:27.958375,form
S0571,True,2023-07-09 00:15:31.893513,form
S0572,False,2025-06-23 13:57:52.773777,digital
